trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,trials.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
83,0.5,2.5,113.23518850002438,,113.21996300003957,113.23518850002438,113.73394669999834,113.73394669999834,113.74993220006581,114.03330910007935,114.53259930002969,right,2.5,1,1,0.7949107999447733,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
84,0.5,2.5,114.54807090002578,,114.53268070006743,114.54807090002578,115.04674370004795,115.04674370004795,115.0639511999907,115.34606830007397,115.79577820003033,left,-2.5,1,1,0.7442191999871284,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
85,0.5,2.0,115.81100720004179,,115.79586499999277,115.81100720004179,116.3100729000289,116.3100729000289,116.3100729000289,116.60960780002642,117.1087251000572,left,-2.0,1,1,0.7858626999659464,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
86,0.5,2.0,117.12460880004801,,117.10880559997167,117.12460880004801,117.62352560006548,117.62352560006548,117.64010880002752,117.92241430003196,118.45627820002846,left,-2.0,1,1,0.8284607999958098,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
87,0.5,2.0,118.47070339997299,,118.45637350005563,118.47070339997299,118.97035830002278,118.97035830002278,118.9857424000511,119.26848189998418,120.01841120002791,right,2.0,1,1,1.0431470000185072,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
88,0.5,1.5,120.03297090006527,,120.01849749998655,120.03297090006527,120.53233740001451,120.53233740001451,120.5480455000652,120.83162469998933,121.59613800002262,right,1.5,1,1,1.0541843998944387,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
89,0.5,1.5,121.61168349999934,,121.59622780000791,121.61168349999934,122.1108640000457,122.1108640000457,122.1108640000457,122.40997010003775,122.95908960001543,right,1.5,1,1,0.8390246999915689,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
90,0.5,1.5,122.97517620003782,,122.95919279998634,122.97517620003782,123.47314130002633,123.47314130002633,123.49059880001005,123.77301660005469,124.23964869999327,right,1.5,1,1,0.7556792000541463,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
91,0.5,1.0,124.25438759999815,,124.23978160007391,124.25438759999815,124.75353129999712,124.75353129999712,124.75353129999712,125.05215310002677,125.71944909996819,right,1.0,1,1,0.9618454999290407,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
92,0.5,1.0,125.7344997000182,,125.71953030000441,125.7344997000182,126.23307219997514,126.23307219997514,126.24953410006128,126.54887860000599,127.39722340006847,right,1.0,1,1,1.1552461000392213,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
93,0.5,1.0,127.41257280006539,,127.39730489999056,127.41257280006539,127.91161349997856,127.91161349997856,127.91161349997856,128.21071949996985,128.92662300006486,right,1.0,1,1,1.0074352999217808,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
94,0.5,1.0,128.9425493000308,,128.92675490002148,128.9425493000308,129.44065150001552,129.44065150001552,129.45726389996707,129.7396380000282,130.32312239997555,right,1.0,1,1,0.8740236000157893,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
95,0.5,1.0,130.33897190005518,,130.3232043000171,130.33897190005518,130.83695859997533,130.83695859997533,130.85389020002913,131.1361143999966,131.76862119999714,right,1.0,1,1,0.9248201999580488,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
96,0.5,1.0,131.784992699977,,131.7687031000387,131.784992699977,132.2826677999692,132.2826677999692,132.29955550003797,132.58240760001354,133.23069390002638,left,-1.0,1,1,0.9427251999732107,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
97,0.5,1.0,133.24673370004166,,133.23078029998578,133.24673370004166,133.74582000006922,133.74582000006922,133.74582000006922,134.06116629997268,134.42808250000235,right,1.0,1,1,0.6789975999854505,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
98,0.5,1.0,134.4441618999699,,134.42816790007055,134.4441618999699,134.94246310007293,134.94246310007293,134.95861710002646,135.24156610004138,135.74078350001946,right,1.0,1,1,0.7939129000296816,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
99,0.5,1.0,135.75711570004933,,135.7408652000595,135.75711570004933,136.25507840001956,136.25507840001956,136.2716585000744,136.5544966000598,137.28776740003377,left,-1.0,1,1,1.0299688000231981,245293,001,2024-09-10_16h02.59.264,adaptive_staircase_aarya,2024.1.5,None,2024-09-10 16h03.02.152301 +0530,
