26.6704 	INFO 	Loaded monitor calibration from ['2024_08_08 21:31']
34.9106 	DATA 	Keypress: return
35.8446 	DATA 	Keypress: lshift
35.9714 	DATA 	Keypress: j
36.1790 	DATA 	Keypress: i
36.4113 	DATA 	Keypress: y
37.1824 	DATA 	Keypress: backspace
37.3959 	DATA 	Keypress: backspace
38.1587 	DATA 	Keypress: o
38.4457 	DATA 	Keypress: y
39.0622 	DATA 	Keypress: return
39.5922 	DATA 	Keypress: lshift
39.7193 	DATA 	Keypress: c
40.1611 	DATA 	Keypress: h
40.8507 	DATA 	Keypress: i
41.8835 	DATA 	Keypress: backspace
42.1040 	DATA 	Keypress: a
42.5270 	DATA 	Keypress: i
42.7775 	DATA 	Keypress: e
43.7270 	DATA 	Keypress: backspace
43.9609 	DATA 	Keypress: r
44.8851 	DATA 	Keypress: return
45.5946 	DATA 	Keypress: lshift
46.0078 	DATA 	Keypress: a
46.6103 	DATA 	Keypress: n
46.9118 	DATA 	Keypress: g
47.1297 	DATA 	Keypress: e
47.3195 	DATA 	Keypress: r
48.1271 	DATA 	Keypress: return
48.5753 	DATA 	Keypress: lshift
48.7105 	DATA 	Keypress: t
49.0004 	DATA 	Keypress: a
49.3955 	DATA 	Keypress: b
49.8132 	DATA 	Keypress: l
50.1276 	DATA 	Keypress: e
50.3269 	DATA 	Keypress: return
51.1670 	DATA 	Keypress: lshift
51.4111 	DATA 	Keypress: w
51.7031 	DATA 	Keypress: i
51.9509 	DATA 	Keypress: n
52.1530 	DATA 	Keypress: d
52.3780 	DATA 	Keypress: o
52.5419 	DATA 	Keypress: w
53.5607 	DATA 	Keypress: return
55.6651 	DATA 	Keypress: lshift
55.9446 	DATA 	Keypress: f
56.2603 	DATA 	Keypress: e
56.4450 	DATA 	Keypress: a
56.6614 	DATA 	Keypress: r
57.6007 	DATA 	Keypress: backspace
57.8139 	DATA 	Keypress: backspace
58.0001 	DATA 	Keypress: backspace
58.2109 	DATA 	Keypress: backspace
58.7008 	DATA 	Keypress: lshift
58.8773 	DATA 	Keypress: f
59.1965 	DATA 	Keypress: e
59.3776 	DATA 	Keypress: a
59.5802 	DATA 	Keypress: r
75.5558 	DATA 	Keypress: return
78.6591 	DATA 	Keypress: lshift
78.9097 	DATA 	Keypress: e
79.3028 	DATA 	Keypress: s
79.5278 	DATA 	Keypress: t
79.6831 	DATA 	Keypress: a
79.8970 	DATA 	Keypress: t
80.8451 	DATA 	Keypress: i
81.0922 	DATA 	Keypress: c
82.5676 	DATA 	Keypress: space
82.5734 	EXP 	recall_ins: autoDraw = False
82.5734 	EXP 	recall_box: autoDraw = False
82.5735 	EXP 	emotion_valence_word_recall: status = STOPPED
82.5909 	INFO 	saved data to '/Users/aaryasaraswat/Documents/PSY310/SOLO PROJECT/data/12_emotion_valence_word_recall_2024-11-25_22h41.03.623.csv'
82.5948 	INFO 	saved data to /Users/aaryasaraswat/Documents/PSY310/SOLO PROJECT/data/12_emotion_valence_word_recall_2024-11-25_22h41.03.623.psydat
82.7019 	EXP 	window1: mouseVisible = True
