54.8260 	INFO 	Loaded monitor calibration from ['2024_08_08 21:31']
55.0047 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x160f82200>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x160f821a0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x160f81ff0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x160f7bd00>, multiSample=False, name='window1', numSamples=2, pos=[367.5, 239.0], screen=0, size=array([2940, 1912]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
55.0047 	EXP 	window1: backgroundImage = ''
55.0048 	EXP 	window1: backgroundFit = 'none'
55.0049 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x160f82320>
55.0050 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x160f82320>
55.0067 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x160f82320>
55.0071 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x160f82320>
55.0339 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x160f82320>
55.0339 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x160f82320>
55.0343 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x160f82320>
55.0346 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x160f82320>
55.0441 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
55.0441 	EXP 	window1: recordFrameIntervals = False
55.2367 	EXP 	window1: recordFrameIntervals = True
56.0705 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

56.0707 	EXP 	window1: mouseVisible = True
56.0710 	INFO 	keyboard.Keyboard is using event backend.
56.0710 	INFO 	keyboard.Keyboard is using event backend.
56.0711 	EXP 	emotion_valence_word_recall: status = STARTED
56.0718 	EXP 	window1: mouseVisible = True
56.1275 	EXP 	Created welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='welcome', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
56.1276 	EXP 	window1: mouseVisible = True
56.1311 	EXP 	Created a = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='a', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
56.1312 	EXP 	window1: mouseVisible = True
56.1317 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
56.1317 	EXP 	window1: mouseVisible = True
56.1349 	EXP 	Created recall_ins = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='recall_ins', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
56.1351 	EXP 	window1: mouseVisible = True
56.1352 	EXP 	window1: mouseVisible = True
56.1355 	EXP 	window1: mouseVisible = True
56.1359 	EXP 	window1: mouseVisible = True
56.1393 	EXP 	window1: mouseVisible = True
56.1394 	EXP 	window1: mouseVisible = True
56.1397 	EXP 	window1: mouseVisible = True
56.1405 	EXP 	window1: mouseVisible = True
0.0032 	EXP 	recall_box: autoLog = True
0.0081 	INFO 	Keyboard events cleared
0.0079 	EXP 	welcome: autoDraw = True
1.0585 	DATA 	Keypress: space
1.1654 	EXP 	Imported word_stim.csv as conditions, 9 conditions, 2 params
1.1660 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'Word': 'Guilt', 'Valence': 'Negative', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.1726 	WARNING 	t of last frame was 123.33ms (=1/8)
1.1726 	EXP 	welcome: autoDraw = False
1.1726 	EXP 	text: height = 0.05
1.1726 	EXP 	text: height = 0.05
1.1726 	EXP 	text: height = 0.05
1.1726 	EXP 	text: text = 'Guilt'
1.1726 	EXP 	a: autoDraw = True
2.1582 	EXP 	text: autoDraw = True
2.1642 	EXP 	a: autoDraw = False
4.1506 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'Word': 'Table', 'Valence': 'Neutral', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
4.1602 	EXP 	text: autoDraw = False
4.1602 	EXP 	a: autoDraw = False
4.1602 	EXP 	text: autoDraw = False
4.1602 	EXP 	text: height = 0.05
4.1602 	EXP 	text: height = 0.05
4.1602 	EXP 	text: height = 0.05
4.1602 	EXP 	text: text = 'Table'
4.1602 	EXP 	a: autoDraw = True
5.1564 	EXP 	a: autoDraw = False
5.1564 	EXP 	text: autoDraw = True
7.1400 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'Word': 'Anger', 'Valence': 'Negative', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
7.1487 	EXP 	text: autoDraw = False
7.1487 	EXP 	a: autoDraw = False
7.1487 	EXP 	text: autoDraw = False
7.1487 	EXP 	text: height = 0.05
7.1487 	EXP 	text: height = 0.05
7.1487 	EXP 	text: height = 0.05
7.1487 	EXP 	text: text = 'Anger'
7.1536 	EXP 	a: autoDraw = True
8.1494 	EXP 	a: autoDraw = False
8.1568 	EXP 	text: autoDraw = True
10.1503 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'Word': 'Estatic', 'Valence': 'Positive', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
10.1634 	EXP 	text: autoDraw = False
10.1634 	EXP 	a: autoDraw = False
10.1634 	EXP 	text: autoDraw = False
10.1634 	EXP 	text: height = 0.05
10.1634 	EXP 	text: height = 0.05
10.1634 	EXP 	text: height = 0.05
10.1634 	EXP 	text: text = 'Estatic'
10.1634 	EXP 	a: autoDraw = True
11.1566 	EXP 	a: autoDraw = False
11.1566 	EXP 	text: autoDraw = True
13.1504 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'Word': 'Fear', 'Valence': 'Negative', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
13.1633 	EXP 	text: autoDraw = False
13.1633 	EXP 	a: autoDraw = False
13.1633 	EXP 	text: autoDraw = False
13.1633 	EXP 	text: height = 0.05
13.1633 	EXP 	text: height = 0.05
13.1633 	EXP 	text: height = 0.05
13.1633 	EXP 	text: text = 'Fear'
13.1633 	EXP 	a: autoDraw = True
14.1556 	EXP 	a: autoDraw = False
14.1556 	EXP 	text: autoDraw = True
16.1387 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'Word': 'Window', 'Valence': 'Neutral', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
16.1478 	EXP 	text: autoDraw = False
16.1478 	EXP 	a: autoDraw = False
16.1478 	EXP 	text: autoDraw = False
16.1478 	EXP 	text: height = 0.05
16.1478 	EXP 	text: height = 0.05
16.1478 	EXP 	text: height = 0.05
16.1478 	EXP 	text: text = 'Window'
16.1531 	EXP 	a: autoDraw = True
17.1492 	EXP 	a: autoDraw = False
17.1562 	EXP 	text: autoDraw = True
